id	X.id	X.type	type	name	flat	details.description	details.numberOfClasses	details.categories	details.hasOntologyLanguage	details.released	details.creationDate	details.homepage	details.publication	details.documentation	details.version	details.metricsAvailable	details.hasSubmissions
CTX	https://data.bioontology.org/ontologies/CTX	http://data.bioontology.org/metadata/Ontology	Ontology	Cerebrotendinous Xanthomatosis Ontology	FALSE	"The ontology represents CTX phenotypes, genetic variants, and bidirectional relationships between them though a patient model. The CTX ontology was build reusing the Human Phenotype Ontology (HPO) and the Snomed ct ontologies. 
A set of temporal clinical manifestations are semantically annotated with a domain phenotype ontology and registered with a time-stamped value."	479	Phenotype	OWL	2012-03-12T00:00:00-07:00	2013-04-30T01:36:30-07:00	http://www.usc.es/keam/~mariataboada/	http://www.usc.es/keam/publications.html	http://www.usc.es/keam/http://www.usc.es/keam/TempCTX/	vtemp2	TRUE	TRUE
PLOSTHES	https://data.bioontology.org/ontologies/PLOSTHES	http://data.bioontology.org/metadata/Ontology	Ontology	PLOS Thesaurus	FALSE	The PLOS Thesaurus includes over 10,000 Subject Area terms covering the wide range of research topics included the PLOS journals.  It was initially built for PLOS in 2012 by Access Innovations (http://www.accessinn.com/). The entire corpus of PLOS articles was analysed to ensure that the thesaurus covers relevant research domains comprehensively. Updates are released several times a year.	4		SKOS	2017-09-14T00:00:00+00:00	2017-09-21T08:53:00-07:00	https://github.com/PLOS/plos-thesaurus	http://www.plos.org/	http://journals.plos.org/plosone/s/help-using-this-site#loc-subject-areas	plosthes.2017-1	TRUE	TRUE
VODANETHIOPIA_OR	https://data.bioontology.org/ontologies/VODANETHIOPIA_OR	http://data.bioontology.org/metadata/Ontology	Ontology	ETHIOPIA_OUTPATIENT	FALSE	These are terms of Outpatient Register Ethiopia	0	Vocabularies	SKOS	2021-04-11T00:00:00+00:00	2021-04-19T07:23:06-07:00				2	FALSE	FALSE
RXNO	https://data.bioontology.org/ontologies/RXNO	http://data.bioontology.org/metadata/Ontology	Ontology	Name Reaction Ontology	FALSE	RXNO, the name reaction ontology, connects organic name reactions such as the Diels-Alder cyclization and the Cannizzaro reaction to their roles in an organic synthesis. 	901	Chemical	OBO	2021-01-29T18:13:33-08:00	2021-01-29T18:13:35-08:00	https://code.google.com/p/rxno/			2021-01-21	TRUE	TRUE
BSPO	https://data.bioontology.org/ontologies/BSPO	http://data.bioontology.org/metadata/Ontology	Ontology	Spatial Ontology	FALSE	An ontology for respresenting spatial concepts, anatomical axes, gradients, regions, planes, sides, and surfaces. These concepts can be used at multiple biological scales and in a diversity of taxa, including plants, animals and fungi. The BSPO is used to provide a source of anatomical location descriptors for logically defining anatomical entity classes in anatomy ontologies.	147	Anatomy	OWL	2020-05-11T18:00:42-07:00	2020-05-11T18:00:44-07:00	https://github.com/obophenotype/biological-spatial-ontology				TRUE	TRUE
ECOCORE	https://data.bioontology.org/ontologies/ECOCORE	http://data.bioontology.org/metadata/Ontology	Ontology	An ontology of core ecological entities	FALSE		2463	Other	OWL		2021-02-18T18:03:37-08:00	https://github.com/EcologicalSemantics/ecocore				TRUE	TRUE
ABA-AMB	https://data.bioontology.org/ontologies/ABA-AMB	http://data.bioontology.org/metadata/Ontology	Ontology	Allen Brain Atlas (ABA) Adult Mouse Brain Ontology	FALSE	Allen Brain Atlas P56 Mouse Ontology	913	Mouse Anatomy	OWL	2009-06-12T00:00:00-07:00	2009-08-08T17:18:35-07:00	http://www.brain-map.org	http://www.wiley.com/WileyCDA/WileyTitle/productCd-0470054085.html	http://mouse.brain-map.org/atlas/index.html	1	TRUE	TRUE
ISO19115SRS	https://data.bioontology.org/ontologies/ISO19115SRS	http://data.bioontology.org/metadata/Ontology	Ontology	ISO 19115 Reference Systems	FALSE	ISO 19115 Spatial reference systems	7	Other	OWL	2018-04-11T18:04:53-07:00	2018-04-11T18:04:53-07:00				2014	TRUE	TRUE
MIRO	https://data.bioontology.org/ontologies/MIRO	http://data.bioontology.org/metadata/Ontology	Ontology	Mosquito Insecticide Resistance	FALSE	Application ontology for entities related to insecticide resistance in mosquitos.	4409	Phenotype	OBO	2015-08-20T00:00:00+00:00	2018-04-13T16:40:26-07:00	http://www.anobase.org			releases/2014-05-14	TRUE	TRUE
LUNGMAP-MOUSE	https://data.bioontology.org/ontologies/LUNGMAP-MOUSE	http://data.bioontology.org/metadata/Ontology	Ontology	Anatomic Ontology for Mouse Lung Maturation	FALSE	"Anatomic ontology for Mouse Lung Maturation (LungMAP Mouse Anatomy (LMMA)

Developed by Susan E Wert, Gail H. Deutsch, Helen Pan, and the NHLBI Molecular Atlas of Lung Development Program Consortium Ontology Subcommittee"	308	Anatomy	OWL	2019-07-28T00:00:00+00:00	2019-07-28T15:08:56-07:00	https://lungmap.net/breath-ontology-browser/			1.2	TRUE	TRUE
ONTOPBM	https://data.bioontology.org/ontologies/ONTOPBM	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology for Process-Based Modeling of Dynamical Systems (OntoPBM)	FALSE	OntoPBM is an ontology of core entities for process-based modeling of dynamical systems. 	178	Other	OWL	2019-04-10T18:16:47-07:00	2019-04-10T18:16:48-07:00				0.1	TRUE	TRUE
BNO	https://data.bioontology.org/ontologies/BNO	http://data.bioontology.org/metadata/Ontology	Ontology	Bionutrition Ontology	FALSE	The Bionutrition Ontology relates concepts and terminologies used for human nutrition in a clinical and biomedical setting.	100	Health|Biomedical Resources|Human	OWL	2013-08-08T00:00:00-07:00	2013-08-15T12:10:25-07:00				0.2	TRUE	TRUE
PSDO	https://data.bioontology.org/ontologies/PSDO	http://data.bioontology.org/metadata/Ontology	Ontology	Performance Summary Display Ontology	FALSE	The Performance Summary Display Ontology (PSDO) is a lightweight application ontology used to reproducibly study visualizations of clinical performance and their associated outcomes in healthcare quality improvement settings. PSDO extends boundaries of visual representation artifacts by the IAO in the domain of distributed representations. PSDO describes dimensional representations of relational information displays that can be used to study the influence of feedback interventions on clinical practice.	1116	Other	OWL	2020-12-06T18:15:20-08:00	2020-12-06T18:15:25-08:00	https://github.com/Display-Lab/psdo			1.0.0	TRUE	TRUE
GRO-CPD	https://data.bioontology.org/ontologies/GRO-CPD	http://data.bioontology.org/metadata/Ontology	Ontology	Cereal Plant Development Ontology	FALSE	"A structured controlled vocabulary for describing cereal plant development and growth stages. Please note that this ontology has now been superseded by the Plant Ontology.
"	238	Plant|Development|Plant Development	OBO	2007-08-24T00:00:00-07:00	2007-08-24T09:19:37-07:00	http://www.gramene.org/plant_ontology/		http://www.gramene.org/plant_ontology/index.html#po	1.6	TRUE	TRUE
ECAO	https://data.bioontology.org/ontologies/ECAO	http://data.bioontology.org/metadata/Ontology	Ontology	The Echinoderm Anatomy and Development Ontology	FALSE	An ontology for the development and anatomy of the different species of the phylum Echinodermata (NCBITaxon:7586).	497	Anatomy	OWL	2020-05-22T00:00:00+00:00	2020-11-20T10:22:42-08:00	https://github.com/echinoderm-ontology/ecao_ontology				TRUE	TRUE
EMIF-AD	https://data.bioontology.org/ontologies/EMIF-AD	http://data.bioontology.org/metadata/Ontology	Ontology	EMIF-AD ontology	FALSE	Ontology developed as part of European Medical Information Framework' s (EMIF) Alzheimer’s disease (AD) project. 	700	Health|Neurologic Disease	OWL	2020-12-10T00:00:00+00:00	2021-01-04T17:47:43-08:00	http://www.emif.eu/emif-ad-2/			0.0.2	TRUE	TRUE
TM-MER	https://data.bioontology.org/ontologies/TM-MER	http://data.bioontology.org/metadata/Ontology	Ontology	Traditional Medicine Meridian Value Sets	FALSE	The meridian value set used in the International Classification of Traditional Medicine.	20		OWL	2011-02-01T00:00:00-08:00	2011-02-01T17:39:56-08:00	https://sites.google.com/site/whoictm/home		https://sites.google.com/site/whoictm/home	1	TRUE	TRUE
AHSO	https://data.bioontology.org/ontologies/AHSO	http://data.bioontology.org/metadata/Ontology	Ontology	Animal Health Surveillance Ontology	FALSE	"(Work in progress - please contact ahso@datadrivensurveillance.org before using this ontology)

This is an ontology for health surveillance, assuming that surveillance data is recorded at three main levels:

SAMPLE data - data about specific collected samples; OBSERVATIONS, which can aggregate several samples; and OBSERVATIONAL CONTEXT, which is the context in which the observations were made (for instance clinical observation, surveillance sampling, etc). 

HEALTH EVENT is the occurrence in the real World to be modeled. This occurrence is an abstract concept, as it generally cannot be determined what are its boundaries in time, space, or population units. 

We assume that several OBSERVATIONS are derived from each health event, and recorded in the same or different databases - for instance clinical journal, laboratory database, abattoir. At the same time or not. 

AHSO attempts to model these time specific observations. The ontology is focused on the modeling of the animal and health information connected to a single observation, made at a specific point on time. All the information recorded is relative to that specific point in time.

For instance, an animal belongs to a herd, which belongs to an owner, AT THE TIME OF THE OBSERVATION. We do not attempt to model how that animal changed herds on time. Similarly, we do not model clinical progression. It is up to those using the data to create definitions of when two observations should be connected to the same event."	38	Health|Biomedical Resources	OWL	2018-07-30T00:00:00+00:00	2018-07-30T23:29:33-07:00	http://datadrivensurveillance.org/ahso		https://github.com/SVA-SE/AHSO	0.1.0	TRUE	TRUE
CO-WHEAT	https://data.bioontology.org/ontologies/CO-WHEAT	http://data.bioontology.org/metadata/Ontology	Ontology	Wheat Trait Ontology 	FALSE	This ontology defines traits of the International Wheat Information System (IWIS) database and wheat descriptor.	176	Phenotype|Plant	OBO	2010-08-11T00:00:00-07:00	2010-11-09T16:32:47-08:00	http://cropontology.org/	http://pantheon.generationcp.org/	http://ontology.generationcp.org/	08.11.2010	TRUE	TRUE
NIC	https://data.bioontology.org/ontologies/NIC	http://data.bioontology.org/metadata/Ontology	Ontology	Nursing Interventions Classification	FALSE		0	Health								FALSE	FALSE
ENM	https://data.bioontology.org/ontologies/ENM	http://data.bioontology.org/metadata/Ontology	Ontology	eNanoMapper	FALSE	The eNanoMapper ontology covers the full scope of terminology needed to support research into nanomaterial safety. It builds on multiple pre-existing external ontologies such as the NanoParticle Ontology. 	11974	Health|Chemical	OWL	2021-05-15T18:02:52-07:00	2021-05-15T18:03:05-07:00	https://github.com/enanomapper/ontologies	http://enanomapper.net/library	http://enanomapper.net/ontology	7.2	TRUE	TRUE
OF	https://data.bioontology.org/ontologies/OF	http://data.bioontology.org/metadata/Ontology	Ontology	OntoFood	FALSE	This is an ontology with SWRL rules of nutrition for diabetic patient. We can import the value of Blood Sugar and Weight by .xls and use that like instance for generate the rules with rule engine Jess.	292	Health|Biological Process	OWL	2015-12-26T00:00:00+00:00	2015-12-26T01:18:36-08:00				1.0	TRUE	TRUE
CVDO	https://data.bioontology.org/ontologies/CVDO	http://data.bioontology.org/metadata/Ontology	Ontology	Cardiovascular Disease Ontology	FALSE	CVDO is an ontology based on the OGMS model of disease, designed to describe entities related to cardiovascular diseases (including the diseases themselves, the underlying disorders, and the related pathological processes). It is being developed at Sherbrooke University (Canada) and the INSERM research institute (Institut National de la Santé et de la Recherche Médicale).	518	Health	OWL	2020-03-05T18:01:34-08:00	2020-03-05T18:02:08-08:00	https://github.com/OpenLHS/CVDO				TRUE	TRUE
GMO	https://data.bioontology.org/ontologies/GMO	http://data.bioontology.org/metadata/Ontology	Ontology	Growth Medium Ontology	FALSE	A structured controlled vocabulary for describing ingredients that constitute microbial growth media used in biological research centers.	1029	Other	OWL	2021-02-23T00:00:00+00:00	2021-02-24T06:07:36-08:00				0.22 Beta	TRUE	TRUE
COMODI	https://data.bioontology.org/ontologies/COMODI	http://data.bioontology.org/metadata/Ontology	Ontology	COMODI	FALSE	An ontology to characterise differences in versions of computational models in biology	65	Development|Vocabularies	OWL	2017-05-01T00:00:00+00:00	2017-05-01T12:13:49-07:00	http://comodi.sems.uni-rostock.de	http://comodi.sems.uni-rostock.de	http://comodi.sems.uni-rostock.de		TRUE	TRUE
LION	https://data.bioontology.org/ontologies/LION	http://data.bioontology.org/metadata/Ontology	Ontology	LipidOntology	FALSE	Lipid ontology (LION) associates >50,000 lipid species to biophysical, chemical, and cell biological features. 	63567	Molecule|Physicochemical	OBO	2019-11-09T00:00:00+00:00	2020-07-08T04:58:30-07:00	www.lipidontology.com	https://doi.org/10.1093/gigascience/giz061		1.1	TRUE	TRUE
ISO19115ID	https://data.bioontology.org/ontologies/ISO19115ID	http://data.bioontology.org/metadata/Ontology	Ontology	ISO 19115 Identification Information	FALSE	ISO 19115-1:2014 Identification Information Section for describing Geospatial Datasets	30	Other	OWL	2017-07-09T18:05:21-07:00	2017-12-03T09:05:20-08:00			https://github.com/ISO-TC211/GOM	2003-05-0	TRUE	TRUE
RGD	https://data.bioontology.org/ontologies/RGD	http://data.bioontology.org/metadata/Ontology	Ontology	RRB Group D	FALSE		0	Biological Process								FALSE	FALSE
VODANAMFLCODE	https://data.bioontology.org/ontologies/VODANAMFLCODE	http://data.bioontology.org/metadata/Ontology	Ontology	VODANAFACILITIESLIST	FALSE	This is the list of VODANA health facilities with VODANA MFL Code.	2	Vocabularies	SKOS	2021-08-08T00:00:00+00:00	2021-08-08T10:41:15-07:00				1	TRUE	TRUE
FISHO	https://data.bioontology.org/ontologies/FISHO	http://data.bioontology.org/metadata/Ontology	Ontology	Fish Ontology	FALSE	"This Fish Ontology is an ontology created as how the author views the fish structure following the book ""The Diversity of Fishes: Biology, Evolution and Ecology"" as the main reference, which covers one part of view on ichthyology, with an emphasis on diversity and adaptation. This ontology is created with the mindset of categorizing fish automatically based on the attributes and terms mined from the fish specimen.

Most of the basic organization from this ontology follows Nelson's research due to its synthetic and broad approach, while recognizing that Nelson's conclusions are one of many alternative interpretations of the literature, which is mostly agreed by our main references, and many fish and fisheries researchers.

Most of the classification used in this ontology is in no means completed and just following the recent classification provided by the books

For now our work focused more on two group of fish which is early jawless fish, and advanced jawed fishes. The classification from both of this group are structured following the reference."	386	Fish Anatomy	OWL	2017-08-28T00:00:00+00:00	2017-08-28T01:51:50-07:00	https://mohdnajib1985.github.io/FOWebPage/	https://peerj.com/preprints/3020/	https://github.com/mohdnajib1985/FishOntology	"Version 1.0.3 (Possible addition)

-Considering to add more fish study related terms in the ontology such as fish immune sytem, and Fish Locomotion and Feeding Behavior.
-Also focused on completing other classification of fish, and adding more relationships between the classes.


Version 1.0.2

-Added a lot of annotations and metadata for fish terms, and added several more subclasses for the ontology. 


Version 1.0.1

-Change  the structure and the hierarchy of a lot of classes to follow the main references. Several classes are deleted and marked as ""deprecated"" or ""In Review"" in case they might be useful later.


Version 1.0.0

-The first version of the fish ontology is created."	TRUE	TRUE
ICEO	https://data.bioontology.org/ontologies/ICEO	http://data.bioontology.org/metadata/Ontology	Ontology	Integrative and Conjugative Element Ontology	FALSE		30914	Other	OWL	2021-06-20T18:06:39-07:00	2021-06-20T18:06:56-07:00	https://github.com/ontoice/ICEO		https://github.com/ontoice/ICEO	2.1	TRUE	TRUE
DIAGONT	https://data.bioontology.org/ontologies/DIAGONT	http://data.bioontology.org/metadata/Ontology	Ontology	Diagnostic Ontology	FALSE	We built a computational diagnostic ontology containing 91 elements, including classes and sub-classes, which are required to conduct SR-MA (Systematic Review - Meta Analysis) for diagnostic studies, that will assist in standardized reporting of diagnostic articles. We also report high percentage of agreement among five observers as a result of the inter-observer agreement that we conducted among them to tag 13 articles using the diagnostic ontology. Moreover, we extend our existing repository CERR-N (Center of Excellence in Research Reporting in Neurosurgery) to include diagnostic studies.	96		OWL	2011-12-15T00:00:00-08:00	2012-02-27T13:40:30-08:00				2.0	TRUE	TRUE
OGROUP	https://data.bioontology.org/ontologies/OGROUP	http://data.bioontology.org/metadata/Ontology	Ontology	Orthologous Group Ontology	FALSE	Ontology to help prossessing the information from orthologous groups in order to infer new functional annotations. The ontology integrates  definitions from diverse ontologies.	4	Gene Product	OWL	2016-02-01T00:00:00+00:00	2016-10-26T05:44:58-07:00				1.0	TRUE	TRUE
SWEET	https://data.bioontology.org/ontologies/SWEET	http://data.bioontology.org/metadata/Ontology	Ontology	Semantic Web for Earth and Environment Technology Ontology	FALSE	The Semantic Web for Earth and Environmental Terminology is a mature foundational ontology that contains over 6000 concepts organized in 200 ontologies represented in OWL. Top level concepts include Representation (math, space, science, time, data), Realm (Ocean, Land Surface, Terrestrial Hydroshere, Atmosphere, etc.), Phenomena (macro-scale ecological and physical), Processes (micro-scale physical, biological, chemical, and mathematical), Human Activities (Decision, Commerce, Jurisdiction, Environmental, Research). Originally developed by NASA Jet Propulsion Labs under Rob Raskin, SWEET is now officially under the governance of the ESIP foundation. 	4533		OWL	2019-12-10T18:21:40-08:00	2019-12-10T18:22:24-08:00	https://github.com/ESIPFed/sweet/blob/master/README.md		http://sweet.jpl.nasa.gov/	3.5.0	TRUE	TRUE
ADHER_INTCARE_SP	https://data.bioontology.org/ontologies/ADHER_INTCARE_SP	http://data.bioontology.org/metadata/Ontology	Ontology	Adherence and Integrated Care in Spanish	FALSE	This ontology includes concepts in Spanish related to adherence to therapeutic plans in the context of integrated care. Includes maps with Snomed CT, bibliographic references and definitions from the Dictionary of the Royal Academy of Medicine of Spain. Ontology developed with the support of the project StandICT.eu.	265	Taxonomic Classification|Health|Biomedical Resources|Other|Vocabularies	OWL	2019-04-26T00:00:00+00:00	2019-06-17T04:40:13-07:00				Spanish 052319	TRUE	TRUE
SNPO	https://data.bioontology.org/ontologies/SNPO	http://data.bioontology.org/metadata/Ontology	Ontology	Single-Nucleotide Polymorphism (SNP) Ontology	FALSE	SNP-Ontology is a domain ontology that provides a formal representation (OWL-DL) of genomic variations. Despite its name, SNP-Ontology, is not limited to the representation of SNPs but it encompasses genomic variations in a broader meaning. SNP-Ontology is general enough to enable the representation of variations observed in genome of various species. Latest versions of SNP-Ontology include the representation of haplotype and of CNV. The unambiguous representation of genomic variations provided by SNP-Ontology enables to integrate heterogeneous data related to genomic variations. To achieve this goal SNP-Ontology enables (1) to represent one variation in accordance with various ways that exist for describing it, (2) to represent the equivalence between two distinct descriptions of one variation, and (3) to represent correspondence between a genomic variation and its outcome at the transcriptome and proteome levels.	90	Genomic and Proteomic	OWL	2017-03-14T00:00:00+00:00	2009-01-15T16:19:40-08:00	https://members.loria.fr/ACoulet/files/snpontology1.6_description.html	http://hal.inria.fr/inria-00067863/en		"version: full 1.6
release: 14/03/2017"	TRUE	TRUE
LCTGM	https://data.bioontology.org/ontologies/LCTGM	http://data.bioontology.org/metadata/Ontology	Ontology	Library of Congress Thesaurus for Graphic Materials	FALSE	Library of Congress Thesaurus for Graphic Materials	9		SKOS	2019-01-11T00:00:00+00:00	2019-01-31T18:16:11-08:00				2019.01.11	TRUE	TRUE
CTONT	https://data.bioontology.org/ontologies/CTONT	http://data.bioontology.org/metadata/Ontology	Ontology	Epoch Clinical Trial Ontology	FALSE		43	Experimental Conditions	OWL	2007-03-20T00:00:00-07:00	2007-03-20T11:47:37-07:00		http://smi.stanford.edu/smi-web/research/projectDetail.jsp?projectId=9		"<table border=""1"">
      <tr>
        <td>
          <b><i>Version</i></b>
        </td>
        <td>
          0.97
        </td>
      </tr>
      <tr>
        <td>
          <b><i>Date</i></b>
        </td>
        <td>
          3/2/2007<br>
        </td>
      </tr>
    </table>
    <br>"	TRUE	TRUE
PPO	https://data.bioontology.org/ontologies/PPO	http://data.bioontology.org/metadata/Ontology	Ontology	Plant Phenology Ontology	FALSE	An ontology for describing the phenology of individual plants and populations of plants, and for integrating plant phenological data across sources and scales.	443		OWL	2018-10-29T18:11:01-07:00	2018-10-29T18:11:03-07:00	https://github.com/PlantPhenoOntology/PPO				TRUE	TRUE
ATOL	https://data.bioontology.org/ontologies/ATOL	http://data.bioontology.org/metadata/Ontology	Ontology	Animal Trait Ontology for Livestock	FALSE	"ATOL (Animal Trait Ontology for Livestock) is an ontology of characteristics defining phenotypes of livestock in their environment (EOL).
ATOL aims to:
- provide a reference ontology of phenotypic traits of farm animals for the international scientific and educational - communities, farmers, etc.;
- deliver this reference ontology in a language which can be used by computers in order to support database management, semantic analysis and modeling;
- represent traits as generic as possible for livestock vertebrates;
- make the ATOL ontology as operational as possible and closely related to measurement techniques;
- structure the ontology in relation to animal production

"	2352		OWL	2014-10-22T00:00:00+00:00	2020-05-11T04:29:19-07:00	www.atol-ontology.com			6.0	TRUE	TRUE
PNADO	https://data.bioontology.org/ontologies/PNADO	http://data.bioontology.org/metadata/Ontology	Ontology	Pneumonia Diagnosis Ontology	FALSE	Pneumonia Diagnosis Ontology (PNADO) provides the necessary knowledge to diagnose infective pneumonia. It covers symptoms and clinical signs, clinical history, pathogens, laboratory tests and results, imaging, differential diagnosis, complications and pneumonia types.	1606	Health|Human	OWL	2021-02-04T00:00:00+00:00	2021-02-04T12:29:09-08:00				Version 1.0, 2021/02/01	TRUE	TRUE
PORO	https://data.bioontology.org/ontologies/PORO	http://data.bioontology.org/metadata/Ontology	Ontology	Porifera Ontology	FALSE	An ontology covering the anatomy of Porifera (sponges)	922	Phenotype|Anatomy	OWL	2016-09-13T18:10:35-07:00	2016-09-13T18:10:35-07:00				unknown	TRUE	TRUE
FMA	https://data.bioontology.org/ontologies/FMA	http://data.bioontology.org/metadata/Ontology	Ontology	Foundational Model of Anatomy	FALSE	"FMA is a domain ontology that represents a coherent body of explicit declarative knowledge about human anatomy. For a description of how this OWL version is generated, see: ""Pushing the Envelope: Challenges in a Frame-Based Representation of Human Anatomy"" by N. F. Noy, M. A. Musen, J. L. Mejino Jr., C. Rosse (https://www.sciencedirect.com/science/article/pii/S0169023X03001253)."	104721	Anatomy	OWL	2019-04-24T00:00:00+00:00	2019-05-13T14:54:57-07:00	http://si.washington.edu/projects/fma	http://sigpubs.si.washington.edu/view/subjects/FMA.html	http://si.washington.edu/projects/fma	5.0.0	TRUE	TRUE
ICOS	https://data.bioontology.org/ontologies/ICOS	http://data.bioontology.org/metadata/Ontology	Ontology	ICOS	FALSE	icos test	2	Other	OWL	2020-09-09T00:00:00+00:00	2020-09-14T13:32:25-07:00				test4 (jbg fixes)	TRUE	TRUE
SOIL-PROF	https://data.bioontology.org/ontologies/SOIL-PROF	http://data.bioontology.org/metadata/Ontology	Ontology	Soil Profile classifiers	FALSE	"Machine-readable representation of the classifiers described in chapter 8 Soil Profile, by R.C. McDonald and R.F. Isbell, in Australian soil and land survey field handbook (3rd edn).

A soil profile is a vertical section of a soil from the soil surface through all its horizons to parent material, other consolidated substrate material or selected depth in unconsolidated material.

The data was converted from the print representation to this linked-data form by Linda Gregory assisted by Simon J D Cox."	0	Vocabularies	SKOS	2021-04-02T00:00:00+00:00	2021-04-06T17:37:25-07:00	http://registry.it.csiro.au/def/soil/au/asls/soil-prof		https://www.publish.csiro.au/book/5230	3rd edition	FALSE	FALSE
DRANPTO	https://data.bioontology.org/ontologies/DRANPTO	http://data.bioontology.org/metadata/Ontology	Ontology	Dementia-Related Agitation Non-Pharmacological Treatment Ontology	FALSE	DRANPTO is developed for representing the domain knowledge specific to non-pharmacological intervention for agitation in dementia, particularly for the long-term care setting.	569	Taxonomic Classification|Health|Vocabularies	OWL	2020-06-06T00:00:00+00:00	2020-06-06T16:41:06-07:00		https://doi.org/10.1002/trc2.12061		Version 1.0	TRUE	TRUE
CRYOEM	https://data.bioontology.org/ontologies/CRYOEM	http://data.bioontology.org/metadata/Ontology	Ontology	Cryo Electron Microscopy	FALSE	Ontology that describes data types and image processing operations in Cryo Electron Microscopy of Single Particles	111	Imaging	OWL	2020-07-23T00:00:00+00:00	2021-03-12T06:55:47-08:00	http://scipion.i2pc.es/ontology/cryoem			2021-03-09	TRUE	TRUE
SYMP	https://data.bioontology.org/ontologies/SYMP	http://data.bioontology.org/metadata/Ontology	Ontology	Symptom Ontology	FALSE	"The symptom ontology was designed around the guiding concept of a symptom being: ""A perceived change in function, sensation or appearance reported by a patient indicative of a disease"". Understanding the close relationship of Signs and Symptoms, where Signs are the objective observation of an illness, the Symptom Ontology will work to broaden it's scope to capture and document in a more robust manor these two sets of terms. Understanding that at times, the same term may be both a Sign and a Symptom"	944		OWL	2020-02-26T19:13:26-08:00	2020-02-26T19:13:28-08:00	http://symptomontologywiki.igs.umaryland.edu/wiki/index.php/Main_Page				TRUE	TRUE
CBO	https://data.bioontology.org/ontologies/CBO	http://data.bioontology.org/metadata/Ontology	Ontology	Cell Behavior Ontology	FALSE	"The Cell Behavior Ontology (CBO) describes multi-cell computational models. In particular to describe both the existential behaviors of cells (spatiality, growth, movement, adhesion, death, ...) and computational models of those behaviors.

Funding: US National Institute of Health grant R01GM76692,
US Environmental Protection Agency grant R835001, Indiana
University, Bloomington (IUB) and the Biocomplexity Institute
at IUB all provided support for this work. 

This work used the Protege resource, supported by grant LM007885 
from the US National Library of Medicine to Stanford University."	246	All Organisms|Biological Process|Cell	OWL	2020-01-10T00:00:00+00:00	2020-01-16T10:31:26-08:00	http://cbo.biocomplexity.indiana.edu/cbo/	http://bioinformatics.oxfordjournals.org/content/early/2014/05/18/bioinformatics.btu210.long	http://cbo.biocomplexity.indiana.edu/cbo/	1.1.1	TRUE	TRUE
NMOSP	https://data.bioontology.org/ontologies/NMOSP	http://data.bioontology.org/metadata/Ontology	Ontology	NeuroMorpho.Org species ontology	FALSE	The species ontology of NeuroMorpho.Org was updated (OntoSearch v1.3) to map the new species and strains added in  NeuroMorpho.Org v6.3 release.	1673	All Organisms	OWL	2019-11-22T18:12:34-08:00	2019-11-22T18:12:37-08:00	NeuroMorpho.Org			1.3	TRUE	TRUE
LC-CARRIERS	https://data.bioontology.org/ontologies/LC-CARRIERS	http://data.bioontology.org/metadata/Ontology	Ontology	Library of Congress Carriers Scheme	FALSE	Carriers Scheme is derived from a controlled list of values representing the format of the storage medium and its media type, which is principally used in RDA cataloging.	6		SKOS	2018-05-07T00:00:00+00:00	2018-09-09T16:13:05-07:00	http://id.loc.gov/vocabulary/carriers.html				TRUE	TRUE
FPLX	https://data.bioontology.org/ontologies/FPLX	http://data.bioontology.org/metadata/Ontology	Ontology	FamPlex	FALSE		707	Protein	OBO	2021-01-11T18:04:39-08:00	2021-01-11T18:04:42-08:00	https://github.com/sorgerlab/famplex	https://www.biorxiv.org/content/early/2018/03/26/225698	https://github.com/sorgerlab/famplex/blob/master/README.md	1.0	TRUE	TRUE
TEDDY	https://data.bioontology.org/ontologies/TEDDY	http://data.bioontology.org/metadata/Ontology	Ontology	Terminology for the Description of Dynamics	FALSE	The TErminology for the Description of DYnamics (TEDDY) project aims to provide an ontology for dynamical behaviours, observable dynamical phenomena, and control elements of bio-models and biological systems in Systems Biology and Synthetic Biology.	167	Other	OWL	2014-04-25T00:00:00+00:00	2014-04-25T08:51:26-07:00	http://teddyontology.sourceforge.net/	http://www.nature.com/msb/journal/v7/n1/full/msb201177.html	http://identifiers.org/combine.specifications/teddy	rel-2014-04-24 (inferred)	TRUE	TRUE
ZONMW-ADMIN-MD	https://data.bioontology.org/ontologies/ZONMW-ADMIN-MD	http://data.bioontology.org/metadata/Ontology	Ontology	ZonMW Administrative Metadata Vocabulary	FALSE	"Collections of terms for the ZonMW COVID Training project. These terms are based on vocabularies provided for describing project-level metadata.

This submission was created using SKOS Play from an Excel spreadsheet."	2		SKOS	2021-02-08T18:14:46-08:00	2021-02-08T18:14:47-08:00	https://github.com/fair-data-collective/zonmw-project-admin/tree/main/ontology		https://github.com/fair-data-collective/zonmw-project-admin	1.2.0a	TRUE	TRUE
BFLC	https://data.bioontology.org/ontologies/BFLC	http://data.bioontology.org/metadata/Ontology	Ontology	LC BIBFRAME 2.0 Vocabulary Extension	FALSE	An experimental extension to BIBFRAME 2.0 primarily for use by the Library of Congress, but with additions also applicable for other users	0		OWL	2020-08-06T18:00:33-07:00	2020-08-06T18:00:36-07:00	http://id.loc.gov/ontologies/bflc.html		http://id.loc.gov/ontologies/bflc.html	1.2.0	FALSE	FALSE
